file_id,split,image_path,box_path,entities_path,decision,label,label_source,pseudo_risk_score,pseudo_rule_version,total_amount,ocr_box_count,text_length,missing_fields,noise_applied,recommended_iterations,recommended_epochs
X51005663317,train,train/img/X51005663317.jpg,train/box/X51005663317.txt,train/entities/X51005663317.txt,approved,1,synthetic_random,0.0000,v1_random,6.00,42,518,,false,100,1
X51005676543,train,train/img/X51005676543.jpg,train/box/X51005676543.txt,train/entities/X51005676543.txt,rejected,0,synthetic_random,0.0000,v1_random,13.25,64,659,,true,100,1
X51005676545,train,train/img/X51005676545.jpg,train/box/X51005676545.txt,train/entities/X51005676545.txt,rejected,0,synthetic_random,0.0384,v1_random,6.36,58,594,,false,100,1
X51005677329,train,train/img/X51005677329.jpg,train/box/X51005677329.txt,train/entities/X51005677329.txt,approved,1,synthetic_random,0.0979,v1_random,270.30,58,621,,true,100,1
X51005711452,train,train/img/X51005711452.jpg,train/box/X51005711452.txt,train/entities/X51005711452.txt,rejected,0,synthetic_random,0.0229,v1_random,25.40,39,629,,true,100,1
X51005711454,train,train/img/X51005711454.jpg,train/box/X51005711454.txt,train/entities/X51005711454.txt,rejected,0,synthetic_random,0.0950,v1_random,72.93,54,653,,false,100,1
X51005711456,train,train/img/X51005711456.jpg,train/box/X51005711456.txt,train/entities/X51005711456.txt,approved,1,synthetic_random,0.0171,v1_random,65.55,78,808,,false,100,1
X51005712017,train,train/img/X51005712017.jpg,train/box/X51005712017.txt,train/entities/X51005712017.txt,rejected,0,synthetic_random,0.0000,v1_random,13.10,34,564,,true,100,1
X51005712039,train,train/img/X51005712039.jpg,train/box/X51005712039.txt,train/entities/X51005712039.txt,approved,1,synthetic_random,0.0000,v1_random,9.00,49,464,,false,100,1
X51005715451,train,train/img/X51005715451.jpg,train/box/X51005715451.txt,train/entities/X51005715451.txt,rejected,0,synthetic_random,0.1218,v1_random,14.65,46,639,,false,100,1
X51005719883,train,train/img/X51005719883.jpg,train/box/X51005719883.txt,train/entities/X51005719883.txt,rejected,0,synthetic_random,0.0377,v1_random,108.50,30,422,,false,100,1
X51005719893,train,train/img/X51005719893.jpg,train/box/X51005719893.txt,train/entities/X51005719893.txt,approved,1,synthetic_random,0.0000,v1_random,71.00,42,489,,false,100,1
X51005719902,train,train/img/X51005719902.jpg,train/box/X51005719902.txt,train/entities/X51005719902.txt,approved,1,synthetic_random,0.0000,v1_random,25.15,64,654,,false,100,1
X51005719914,train,train/img/X51005719914.jpg,train/box/X51005719914.txt,train/entities/X51005719914.txt,approved,1,synthetic_random,0.0000,v1_random,53.30,79,1005,,false,100,1
X51005724627,train,train/img/X51005724627.jpg,train/box/X51005724627.txt,train/entities/X51005724627.txt,rejected,0,synthetic_random,0.1265,v1_random,174.90,68,724,,false,100,1
X51005757199,train,train/img/X51005757199.jpg,train/box/X51005757199.txt,train/entities/X51005757199.txt,approved,1,synthetic_random,0.0000,v1_random,4.00,40,590,,false,100,1
X51005757273,train,train/img/X51005757273.jpg,train/box/X51005757273.txt,train/entities/X51005757273.txt,approved,1,synthetic_random,0.0033,v1_random,45.00,32,545,,false,100,1
X51005757294,train,train/img/X51005757294.jpg,train/box/X51005757294.txt,train/entities/X51005757294.txt,approved,1,synthetic_random,0.0239,v1_random,10.60,30,526,,false,100,1
X51005757323,train,train/img/X51005757323.jpg,train/box/X51005757323.txt,train/entities/X51005757323.txt,approved,1,synthetic_random,0.0277,v1_random,28.00,42,637,,true,100,1
X51005757349,train,train/img/X51005757349.jpg,train/box/X51005757349.txt,train/entities/X51005757349.txt,approved,1,synthetic_random,0.0685,v1_random,21.00,41,517,,true,100,1
X51005757351,train,train/img/X51005757351.jpg,train/box/X51005757351.txt,train/entities/X51005757351.txt,approved,1,synthetic_random,0.0000,v1_random,14.90,36,582,,false,100,1
X51005757353,train,train/img/X51005757353.jpg,train/box/X51005757353.txt,train/entities/X51005757353.txt,approved,1,synthetic_random,0.0161,v1_random,12.30,42,637,,false,100,1
X51005806678,train,train/img/X51005806678.jpg,train/box/X51005806678.txt,train/entities/X51005806678.txt,rejected,0,synthetic_random,0.2374,v1_random,7838.80,53,734,,false,100,1
X51005806685,train,train/img/X51005806685.jpg,train/box/X51005806685.txt,train/entities/X51005806685.txt,approved,1,synthetic_random,0.0000,v1_random,29.00,55,572,,false,100,1
X51005806698,train,train/img/X51005806698.jpg,train/box/X51005806698.txt,train/entities/X51005806698.txt,rejected,0,synthetic_random,0.0169,v1_random,10.45,60,606,,true,100,1
X51005806702,train,train/img/X51005806702.jpg,train/box/X51005806702.txt,train/entities/X51005806702.txt,rejected,0,synthetic_random,0.0000,v1_random,13.50,46,489,,true,100,1
X51005806703,train,train/img/X51005806703.jpg,train/box/X51005806703.txt,train/entities/X51005806703.txt,approved,1,synthetic_random,0.0000,v1_random,109.70,67,719,,false,100,1
X51006008197,train,train/img/X51006008197.jpg,train/box/X51006008197.txt,train/entities/X51006008197.txt,rejected,0,synthetic_random,0.0000,v1_random,56.00,27,371,,true,100,1
X51006311758,train,train/img/X51006311758.jpg,train/box/X51006311758.txt,train/entities/X51006311758.txt,rejected,0,synthetic_random,0.0000,v1_random,100.60,67,796,,true,100,1
X51006311778,train,train/img/X51006311778.jpg,train/box/X51006311778.txt,train/entities/X51006311778.txt,rejected,0,synthetic_random,0.0000,v1_random,7.40,48,663,,true,100,1
X51006311779,train,train/img/X51006311779.jpg,train/box/X51006311779.txt,train/entities/X51006311779.txt,rejected,0,synthetic_random,0.0386,v1_random,8.50,53,706,,false,100,1
X51006327978,train,train/img/X51006327978.jpg,train/box/X51006327978.txt,train/entities/X51006327978.txt,rejected,0,synthetic_random,0.2314,v1_random,362.50,65,668,,false,100,1
X51006332575,train,train/img/X51006332575.jpg,train/box/X51006332575.txt,train/entities/X51006332575.txt,rejected,0,synthetic_random,0.0000,v1_random,62.00,50,643,,true,100,1
X51006334926,train,train/img/X51006334926.jpg,train/box/X51006334926.txt,train/entities/X51006334926.txt,rejected,0,synthetic_random,0.0000,v1_random,29.30,40,637,,true,100,1
X51006335547,train,train/img/X51006335547.jpg,train/box/X51006335547.txt,train/entities/X51006335547.txt,rejected,0,synthetic_random,0.0164,v1_random,7.50,38,553,,true,100,1
X51006335552,train,train/img/X51006335552.jpg,train/box/X51006335552.txt,train/entities/X51006335552.txt,rejected,0,synthetic_random,0.2336,v1_random,758.70,103,1098,,false,100,1
X51006387850,train,train/img/X51006387850.jpg,train/box/X51006387850.txt,train/entities/X51006387850.txt,rejected,0,synthetic_random,0.0000,v1_random,94.00,50,528,,true,100,1
X51006387951,train,train/img/X51006387951.jpg,train/box/X51006387951.txt,train/entities/X51006387951.txt,approved,1,synthetic_random,0.0344,v1_random,3.00,34,440,,true,100,1
X51006388065,train,train/img/X51006388065.jpg,train/box/X51006388065.txt,train/entities/X51006388065.txt,rejected,0,synthetic_random,0.0177,v1_random,20.80,27,384,,true,100,1
X51006388066,train,train/img/X51006388066.jpg,train/box/X51006388066.txt,train/entities/X51006388066.txt,rejected,0,synthetic_random,0.0191,v1_random,41.50,52,671,,true,100,1
X51006388082,train,train/img/X51006388082.jpg,train/box/X51006388082.txt,train/entities/X51006388082.txt,approved,1,synthetic_random,0.0000,v1_random,4.70,46,531,,false,100,1
X51006389865,train,train/img/X51006389865.jpg,train/box/X51006389865.txt,train/entities/X51006389865.txt,approved,1,synthetic_random,0.0000,v1_random,62.80,46,523,,false,100,1
X51006389888,train,train/img/X51006389888.jpg,train/box/X51006389888.txt,train/entities/X51006389888.txt,approved,1,synthetic_random,0.0000,v1_random,52.10,50,804,,false,100,1
X51006389893,train,train/img/X51006389893.jpg,train/box/X51006389893.txt,train/entities/X51006389893.txt,rejected,0,synthetic_random,0.1350,v1_random,250.00,42,597,,false,100,1
X51006392299,train,train/img/X51006392299.jpg,train/box/X51006392299.txt,train/entities/X51006392299.txt,rejected,0,synthetic_random,0.2077,v1_random,165.00,43,473,,false,100,1
X51006414392,train,train/img/X51006414392.jpg,train/box/X51006414392.txt,train/entities/X51006414392.txt,rejected,0,synthetic_random,0.0087,v1_random,35.00,49,641,,true,100,1
X51006414470,train,train/img/X51006414470.jpg,train/box/X51006414470.txt,train/entities/X51006414470.txt,approved,1,synthetic_random,0.0789,v1_random,8.20,39,565,,true,100,1
X51006414519,train,train/img/X51006414519.jpg,train/box/X51006414519.txt,train/entities/X51006414519.txt,rejected,0,synthetic_random,0.0099,v1_random,50.00,62,630,,true,100,1
X51006414633,train,train/img/X51006414633.jpg,train/box/X51006414633.txt,train/entities/X51006414633.txt,rejected,0,synthetic_random,0.0682,v1_random,8.20,39,579,,false,100,1
X51006414700,train,train/img/X51006414700.jpg,train/box/X51006414700.txt,train/entities/X51006414700.txt,approved,1,synthetic_random,0.0776,v1_random,10.20,45,663,,true,100,1
X51006414703,train,train/img/X51006414703.jpg,train/box/X51006414703.txt,train/entities/X51006414703.txt,approved,1,synthetic_random,0.0000,v1_random,98.35,68,867,,false,100,1
X51006414711,train,train/img/X51006414711.jpg,train/box/X51006414711.txt,train/entities/X51006414711.txt,approved,1,synthetic_random,0.0096,v1_random,30.90,77,976,,false,100,1
X51006414713,train,train/img/X51006414713.jpg,train/box/X51006414713.txt,train/entities/X51006414713.txt,rejected,0,synthetic_random,0.0000,v1_random,81.80,118,961,,true,100,1
X51006414719,train,train/img/X51006414719.jpg,train/box/X51006414719.txt,train/entities/X51006414719.txt,rejected,0,synthetic_random,0.0000,v1_random,4.40,42,623,,true,100,1
X51006466056,train,train/img/X51006466056.jpg,train/box/X51006466056.txt,train/entities/X51006466056.txt,rejected,0,synthetic_random,0.0223,v1_random,11.25,61,726,,true,100,1
X51006466060,train,train/img/X51006466060.jpg,train/box/X51006466060.txt,train/entities/X51006466060.txt,rejected,0,synthetic_random,0.0000,v1_random,1.38,32,354,,true,100,1
X51006466065,train,train/img/X51006466065.jpg,train/box/X51006466065.txt,train/entities/X51006466065.txt,approved,1,synthetic_random,0.0320,v1_random,25.00,44,537,,true,100,1
X51006555814,train,train/img/X51006555814.jpg,train/box/X51006555814.txt,train/entities/X51006555814.txt,rejected,0,synthetic_random,0.0000,v1_random,94.19,87,993,,true,100,1
X51006555818,train,train/img/X51006555818.jpg,train/box/X51006555818.txt,train/entities/X51006555818.txt,rejected,0,synthetic_random,0.0000,v1_random,27.10,100,1052,,true,100,1
X51006556596,train,train/img/X51006556596.jpg,train/box/X51006556596.txt,train/entities/X51006556596.txt,approved,1,synthetic_random,0.0353,v1_random,41.44,79,969,,true,100,1
X51006556646,train,train/img/X51006556646.jpg,train/box/X51006556646.txt,train/entities/X51006556646.txt,approved,1,synthetic_random,0.0121,v1_random,73.55,92,1032,,false,100,1
X51006556650,train,train/img/X51006556650.jpg,train/box/X51006556650.txt,train/entities/X51006556650.txt,approved,1,synthetic_random,0.0000,v1_random,50.60,79,967,,false,100,1
X51006556840,train,train/img/X51006556840.jpg,train/box/X51006556840.txt,train/entities/X51006556840.txt,rejected,0,synthetic_random,0.0356,v1_random,40.18,73,934,,false,100,1
X51006556852,train,train/img/X51006556852.jpg,train/box/X51006556852.txt,train/entities/X51006556852.txt,approved,1,synthetic_random,0.0000,v1_random,65.50,103,1079,,false,100,1
X51006557119,train,train/img/X51006557119.jpg,train/box/X51006557119.txt,train/entities/X51006557119.txt,rejected,0,synthetic_random,0.0048,v1_random,14.79,65,894,,true,100,1
X51006557170,train,train/img/X51006557170.jpg,train/box/X51006557170.txt,train/entities/X51006557170.txt,approved,1,synthetic_random,0.0297,v1_random,58.86,72,922,,true,100,1
X51006557179,train,train/img/X51006557179.jpg,train/box/X51006557179.txt,train/entities/X51006557179.txt,approved,1,synthetic_random,0.0000,v1_random,34.21,72,930,,false,100,1
X51006557188,train,train/img/X51006557188.jpg,train/box/X51006557188.txt,train/entities/X51006557188.txt,rejected,0,synthetic_random,0.0355,v1_random,23.56,79,958,,false,100,1
X51006619563,train,train/img/X51006619563.jpg,train/box/X51006619563.txt,train/entities/X51006619563.txt,approved,1,synthetic_random,0.0000,v1_random,31.80,27,430,,false,100,1
X51006619698,train,train/img/X51006619698.jpg,train/box/X51006619698.txt,train/entities/X51006619698.txt,approved,1,synthetic_random,0.0000,v1_random,21.00,35,572,,false,100,1
X51006619785,train,train/img/X51006619785.jpg,train/box/X51006619785.txt,train/entities/X51006619785.txt,approved,1,synthetic_random,0.0000,v1_random,78.30,79,1211,,false,100,1
X51006619854,train,train/img/X51006619854.jpg,train/box/X51006619854.txt,train/entities/X51006619854.txt,rejected,0,synthetic_random,0.0172,v1_random,2.10,27,426,,true,100,1
X51006620187,train,train/img/X51006620187.jpg,train/box/X51006620187.txt,train/entities/X51006620187.txt,approved,1,synthetic_random,0.0000,v1_random,6.85,49,720,,false,100,1
X51006620190,train,train/img/X51006620190.jpg,train/box/X51006620190.txt,train/entities/X51006620190.txt,rejected,0,synthetic_random,0.0000,v1_random,21.50,37,570,,true,100,1
X51006620414,train,train/img/X51006620414.jpg,train/box/X51006620414.txt,train/entities/X51006620414.txt,approved,1,synthetic_random,0.0000,v1_random,9.75,63,730,,false,100,1
X51006679222,train,train/img/X51006679222.jpg,train/box/X51006679222.txt,train/entities/X51006679222.txt,approved,1,synthetic_random,0.0000,v1_random,39.90,47,578,,false,100,1
X51006857071,train,train/img/X51006857071.jpg,train/box/X51006857071.txt,train/entities/X51006857071.txt,approved,1,synthetic_random,0.0000,v1_random,148.00,41,520,,false,100,1
X51006857660,train,train/img/X51006857660.jpg,train/box/X51006857660.txt,train/entities/X51006857660.txt,approved,1,synthetic_random,0.1510,v1_random,247.55,70,882,,true,100,1
X51006867436,train,train/img/X51006867436.jpg,train/box/X51006867436.txt,train/entities/X51006867436.txt,approved,1,synthetic_random,0.0000,v1_random,4.50,49,729,,false,100,1
X51006882603,train,train/img/X51006882603.jpg,train/box/X51006882603.txt,train/entities/X51006882603.txt,approved,1,synthetic_random,0.0000,v1_random,16.30,62,782,,false,100,1
X51006913030,train,train/img/X51006913030.jpg,train/box/X51006913030.txt,train/entities/X51006913030.txt,rejected,0,synthetic_random,0.0694,v1_random,10.30,39,576,,false,100,1
X51006913055,train,train/img/X51006913055.jpg,train/box/X51006913055.txt,train/entities/X51006913055.txt,rejected,0,synthetic_random,0.0000,v1_random,75.70,52,637,,true,100,1
X51006913070,train,train/img/X51006913070.jpg,train/box/X51006913070.txt,train/entities/X51006913070.txt,approved,1,synthetic_random,0.1086,v1_random,8.40,43,636,,true,100,1
X51006913074,train,train/img/X51006913074.jpg,train/box/X51006913074.txt,train/entities/X51006913074.txt,approved,1,synthetic_random,0.0005,v1_random,6.70,75,901,,false,100,1
X51007103578,train,train/img/X51007103578.jpg,train/box/X51007103578.txt,train/entities/X51007103578.txt,rejected,0,synthetic_random,0.0020,v1_random,31.20,63,815,,true,100,1
X51007103641,train,train/img/X51007103641.jpg,train/box/X51007103641.txt,train/entities/X51007103641.txt,approved,1,synthetic_random,0.0012,v1_random,34.80,57,748,,false,100,1
X51007103643,train,train/img/X51007103643.jpg,train/box/X51007103643.txt,train/entities/X51007103643.txt,approved,1,synthetic_random,0.0000,v1_random,34.80,57,748,,false,100,1
X51007135037,train,train/img/X51007135037.jpg,train/box/X51007135037.txt,train/entities/X51007135037.txt,approved,1,synthetic_random,0.0778,v1_random,72.00,49,701,,true,100,1
X51007225399,train,train/img/X51007225399.jpg,train/box/X51007225399.txt,train/entities/X51007225399.txt,rejected,0,synthetic_random,0.1588,v1_random,156.00,62,865,,false,100,1
X51007225417,train,train/img/X51007225417.jpg,train/box/X51007225417.txt,train/entities/X51007225417.txt,approved,1,synthetic_random,0.0274,v1_random,51.00,55,760,,true,100,1
X51007231338,train,train/img/X51007231338.jpg,train/box/X51007231338.txt,train/entities/X51007231338.txt,approved,1,synthetic_random,0.0000,v1_random,9.45,66,705,,false,100,1
X51007339098,train,train/img/X51007339098.jpg,train/box/X51007339098.txt,train/entities/X51007339098.txt,rejected,0,synthetic_random,0.0000,v1_random,8.70,46,754,,true,100,1
X51007339100,train,train/img/X51007339100.jpg,train/box/X51007339100.txt,train/entities/X51007339100.txt,approved,1,synthetic_random,0.0094,v1_random,3.00,46,759,,false,100,1
X51007339107,train,train/img/X51007339107.jpg,train/box/X51007339107.txt,train/entities/X51007339107.txt,rejected,0,synthetic_random,0.0000,v1_random,14.90,52,839,,true,100,1
X51007339111,train,train/img/X51007339111.jpg,train/box/X51007339111.txt,train/entities/X51007339111.txt,approved,1,synthetic_random,0.0000,v1_random,3.00,45,736,,false,100,1
X51007339114,train,train/img/X51007339114.jpg,train/box/X51007339114.txt,train/entities/X51007339114.txt,approved,1,synthetic_random,0.0286,v1_random,36.00,53,858,,true,100,1
X51007339117,train,train/img/X51007339117.jpg,train/box/X51007339117.txt,train/entities/X51007339117.txt,approved,1,synthetic_random,0.0312,v1_random,33.50,53,857,,true,100,1
X51007339120,train,train/img/X51007339120.jpg,train/box/X51007339120.txt,train/entities/X51007339120.txt,approved,1,synthetic_random,0.0000,v1_random,9.30,52,832,,false,100,1
X51007339150,train,train/img/X51007339150.jpg,train/box/X51007339150.txt,train/entities/X51007339150.txt,approved,1,synthetic_random,0.0000,v1_random,35.00,47,793,,false,100,1
X51007339152,train,train/img/X51007339152.jpg,train/box/X51007339152.txt,train/entities/X51007339152.txt,rejected,0,synthetic_random,0.0010,v1_random,4.50,46,762,,true,100,1
X51007339162,train,train/img/X51007339162.jpg,train/box/X51007339162.txt,train/entities/X51007339162.txt,rejected,0,synthetic_random,0.0323,v1_random,8.70,52,819,,false,100,1
X51007339639,train,train/img/X51007339639.jpg,train/box/X51007339639.txt,train/entities/X51007339639.txt,rejected,0,synthetic_random,0.0290,v1_random,4.00,58,770,,false,100,1
X51007339648,train,train/img/X51007339648.jpg,train/box/X51007339648.txt,train/entities/X51007339648.txt,rejected,0,synthetic_random,0.0231,v1_random,30.00,58,780,,true,100,1
X51007339656,train,train/img/X51007339656.jpg,train/box/X51007339656.txt,train/entities/X51007339656.txt,approved,1,synthetic_random,0.0000,v1_random,16.00,58,773,,false,100,1
X51007339657,train,train/img/X51007339657.jpg,train/box/X51007339657.txt,train/entities/X51007339657.txt,approved,1,synthetic_random,0.0051,v1_random,2.50,64,824,,false,100,1
X51007846305,train,train/img/X51007846305.jpg,train/box/X51007846305.txt,train/entities/X51007846305.txt,rejected,0,synthetic_random,0.0000,v1_random,127.35,105,1253,,true,100,1
X51007846357,train,train/img/X51007846357.jpg,train/box/X51007846357.txt,train/entities/X51007846357.txt,approved,1,synthetic_random,0.0310,v1_random,43.40,42,416,,true,100,1
X51007846366,train,train/img/X51007846366.jpg,train/box/X51007846366.txt,train/entities/X51007846366.txt,approved,1,synthetic_random,0.0047,v1_random,38.60,61,861,,false,100,1
X51007846395,train,train/img/X51007846395.jpg,train/box/X51007846395.txt,train/entities/X51007846395.txt,approved,1,synthetic_random,0.0178,v1_random,12.80,34,572,,false,100,1
X51007846410,train,train/img/X51007846410.jpg,train/box/X51007846410.txt,train/entities/X51007846410.txt,rejected,0,synthetic_random,0.0040,v1_random,12.00,68,665,,true,100,1
X51008030560,train,train/img/X51008030560.jpg,train/box/X51008030560.txt,train/entities/X51008030560.txt,rejected,0,synthetic_random,0.0000,v1_random,11.60,57,536,,true,100,1
X51008042792,train,train/img/X51008042792.jpg,train/box/X51008042792.txt,train/entities/X51008042792.txt,approved,1,synthetic_random,0.0000,v1_random,5.00,44,471,,false,100,1
X51008099043,train,train/img/X51008099043.jpg,train/box/X51008099043.txt,train/entities/X51008099043.txt,rejected,0,synthetic_random,0.0000,v1_random,4.60,43,476,,true,100,1
X51008099054,train,train/img/X51008099054.jpg,train/box/X51008099054.txt,train/entities/X51008099054.txt,approved,1,synthetic_random,0.0000,v1_random,15.00,45,566,,false,100,1
X51008099073,train,train/img/X51008099073.jpg,train/box/X51008099073.txt,train/entities/X51008099073.txt,rejected,0,synthetic_random,0.0080,v1_random,100.00,43,565,,true,100,1
X51008114216,train,train/img/X51008114216.jpg,train/box/X51008114216.txt,train/entities/X51008114216.txt,approved,1,synthetic_random,0.0079,v1_random,8.95,35,515,,false,100,1
X51008114262,train,train/img/X51008114262.jpg,train/box/X51008114262.txt,train/entities/X51008114262.txt,approved,1,synthetic_random,0.0066,v1_random,137.15,32,489,,false,100,1
X51008114281,train,train/img/X51008114281.jpg,train/box/X51008114281.txt,train/entities/X51008114281.txt,approved,1,synthetic_random,0.0000,v1_random,23.40,29,450,,false,100,1
X51008123447,train,train/img/X51008123447.jpg,train/box/X51008123447.txt,train/entities/X51008123447.txt,approved,1,synthetic_random,0.0000,v1_random,5.00,24,473,,false,100,1
X51008123580,train,train/img/X51008123580.jpg,train/box/X51008123580.txt,train/entities/X51008123580.txt,approved,1,synthetic_random,0.0000,v1_random,8.10,52,662,,false,100,1
X51008123586,train,train/img/X51008123586.jpg,train/box/X51008123586.txt,train/entities/X51008123586.txt,approved,1,synthetic_random,0.0000,v1_random,7.70,50,646,,false,100,1
X51008123599,train,train/img/X51008123599.jpg,train/box/X51008123599.txt,train/entities/X51008123599.txt,approved,1,synthetic_random,0.0354,v1_random,28.30,51,631,,true,100,1
X51008142005,train,train/img/X51008142005.jpg,train/box/X51008142005.txt,train/entities/X51008142005.txt,approved,1,synthetic_random,0.0136,v1_random,65.70,58,657,,false,100,1
X51008142031,train,train/img/X51008142031.jpg,train/box/X51008142031.txt,train/entities/X51008142031.txt,approved,1,synthetic_random,0.0000,v1_random,71.00,62,693,,false,100,1
X51008142038,train,train/img/X51008142038.jpg,train/box/X51008142038.txt,train/entities/X51008142038.txt,approved,1,synthetic_random,0.0000,v1_random,27.90,29,449,,false,100,1
X51008142063,train,train/img/X51008142063.jpg,train/box/X51008142063.txt,train/entities/X51008142063.txt,approved,1,synthetic_random,0.1819,v1_random,404.39,91,812,,true,100,1
X51008142065,train,train/img/X51008142065.jpg,train/box/X51008142065.txt,train/entities/X51008142065.txt,rejected,0,synthetic_random,0.1044,v1_random,162.71,92,821,,false,100,1
X51008164510,train,train/img/X51008164510.jpg,train/box/X51008164510.txt,train/entities/X51008164510.txt,rejected,0,synthetic_random,0.1036,v1_random,152.00,23,291,,false,100,1
X51008164525,train,train/img/X51008164525.jpg,train/box/X51008164525.txt,train/entities/X51008164525.txt,rejected,0,synthetic_random,0.0000,v1_random,30.45,53,649,,true,100,1
X00016469670,test,test/img/X00016469670.jpg,test/box/X00016469670.txt,test/entities/X00016469670.txt,rejected,0,pseudo_rule_clean,0.1218,v1_random,193.00,47,664,,false,100,1
X00016469671,test,test/img/X00016469671.jpg,test/box/X00016469671.txt,test/entities/X00016469671.txt,rejected,0,pseudo_rule_clean,0.0937,v1_random,170.00,41,576,,false,100,1
X51005200931,test,test/img/X51005200931.jpg,test/box/X51005200931.txt,test/entities/X51005200931.txt,rejected,0,pseudo_rule_clean,0.1945,v1_random,436.20,81,901,,false,100,1
